crime_id,crime_type,criminal_id,neighbourhood_id
29213,Total Arrests,3653,119
29214,Other,26298,32
29215,Assaults,14029,2
29216,Other,13804,112
29217,Assaults,6308,122
29218,Total Arrests,31326,16
29219,Robbery,25849,92
29220,Other,27716,54
29221,Other,31575,33
29222,Other,21525,136
29223,Total Arrests,19263,53
29224,Total Arrests,1536,64
29225,Other,14933,58
29226,Other,15750,118
29227,Break and Enter,8728,37
29228,Break and Enter,22639,12
29229,Attempted Murder,17333,84
29230,Fraud,29535,132
29231,Assaults,10835,94
29232,Fraud,20326,86
29233,Robbery,9214,38
29234,Other,22988,92
29235,Other,15438,14
29236,Other,25010,75
29237,Other,1404,128
29238,Sexual Violations,24204,73
29239,Other,19896,10
29240,Assaults,19320,38
29241,Assaults,21263,105
29242,Assaults,7507,32
29243,Other,29660,14
29244,Firearm-Related,7592,132
29245,Assaults,28841,96
29246,Drive While Impaired / Over 80,12997,10
29247,Fraud,5061,118
29248,Total Arrests,19718,107
29249,Total Arrests,15063,16
29250,Theft Under $5000,1603,96
29251,Total Arrests,24805,18
29252,Other,13473,7
29253,Assaults,29099,126
29254,Assaults,28794,115
29255,Other,2197,111
29256,Other,11092,82
29257,Other,15041,131
29258,Sexual Violations,16495,129
29259,Total Arrests,16017,33
29260,Other,25821,74
29261,Total Arrests,6024,108
29262,Other Criminal Violations - Offensive Weapons,20544,59
29263,Drive While Impaired / Over 80,27262,72
29264,Other,28378,87
29265,Other,3868,17
29266,Other,9570,89
29267,Other,7642,55
29268,Other,5005,6
29269,Other,9964,84
29270,Theft Under $5000,13797,84
29271,Total Arrests,8205,72
29272,Assaults,7078,109
29273,Other,29849,112
29274,Total Arrests,12527,29
29275,Other,3262,17
29276,Other,17047,18
29277,Other,13398,63
29278,Assaults,27669,82
29279,Total Arrests,25270,75
29280,Theft Under $5000,3391,79
29281,Other,25758,90
29282,Theft Over $5000,19403,131
29283,Total Arrests,15300,131
29284,Assaults,26081,99
29285,Other,1903,107
29286,Other,20556,40
29287,Sexual Violations,16713,68
29288,Other,9632,20
29289,Total Arrests,15563,15
29290,Assaults,13541,93
29291,Theft Under $5000,22680,133
29292,Theft Under $5000,3847,39
29293,Break and Enter,12360,40
29294,Break and Enter,16609,135
29295,Total Arrests,2521,96
29296,Other,8065,100
29297,Other,20099,33
29298,Fraud,18792,118
29299,Assaults,6684,37
29300,Other,17195,32
29301,Robbery,23137,43
29302,Total Arrests,3118,36
29303,Other,30721,98
29304,Drive While Impaired / Over 80,21158,49
29305,Other,15605,25
29306,Other,19675,108
29307,Assaults,12579,96
29308,Total Arrests,30154,66
29309,Total Arrests,2252,9
29310,Total Arrests,13514,102
29311,Other,4662,22
29312,Total Arrests,27106,99
29313,Other,14104,15
29314,Assaults,20991,7
29315,Assaults,25500,106
29316,Assaults,6422,16
29317,Refuse Sample,19437,21
29318,Other,24592,28
29319,Sexual Violations,28173,74
29320,Other,26980,83
29321,Drive While Impaired / Over 80,20836,17
29322,Robbery,4926,65
29323,Break and Enter,12203,36
29324,Assaults,2647,58
29325,Other Criminal Violations - Offensive Weapons,25678,20
29326,Other,27552,104
29327,Sexual Violations,25667,6
29328,Total Arrests,19291,23
29329,Other,18131,5
29330,Sexual Violations,4310,46
29331,Total Arrests,26297,17
29332,Total Arrests,16833,75
29333,Other,19397,27
29334,Break and Enter,28081,23
29335,Firearm-Related,17953,87
29336,Other,27763,113
29337,Drive While Impaired / Over 80,31507,121
29338,Assaults,19876,65
29339,Other,27123,28
29340,Drive While Impaired / Over 80,29382,82
29341,Firearm-Related,12668,7
29342,Other,7311,102
29343,Drive While Impaired / Over 80,23268,14
29344,Theft Under $5000,14968,58
29345,Other,22369,44
29346,Total Arrests,9240,14
29347,Assaults,29211,44
29348,Total Arrests,7089,73
29349,Other,31819,2
29350,Total Arrests,29425,5
29351,Other,12823,90
29352,Other,21153,87
29353,Drive While Impaired / Over 80,17449,140
29354,Other,3822,78
29355,Other Criminal Violations - Offensive Weapons,25144,127
29356,Assaults,1437,77
29357,Other,29087,99
29358,Total Arrests,29121,47
29359,Theft Under $5000,12898,79
29360,Other,27282,116
29361,Dangerous Driving,22482,79
29362,Other,30470,115
29363,Other,18868,8
29364,Drive While Disqualified,7720,23
29365,Drive While Impaired / Over 80,21185,13
29366,Other,22767,23
29367,Other,29738,31
29368,Refuse Sample,21214,130
29369,Total Arrests,28356,139
29370,Break and Enter,29472,22
29371,Assaults,22538,126
29372,Robbery,2795,74
29373,Other Criminal Violations - Offensive Weapons,26437,22
29374,Assaults,11529,8
29375,Other,23997,47
29376,Drive While Impaired / Over 80,30859,134
29377,Total Arrests,10083,7
29378,Theft Under $5000,13019,136
29379,Drive While Impaired / Over 80,28868,88
29380,Total Arrests,17482,46
29381,Total Arrests,18023,64
29382,Other Criminal Violations - Offensive Weapons,15585,23
29383,Sexual Violations,9851,61
29384,Fraud,25702,50
29385,Other,8456,46
29386,Assaults,11185,43
29387,Total Arrests,13208,138
29388,Other,161,95
29389,Assaults,25833,3
29390,Total Arrests,31211,30
29391,Other,22291,18
29392,Other,29442,35
29393,Assaults,24887,26
29394,Total Arrests,8419,35
29395,Other,24849,76
29396,Other,7082,72
29397,Other,4413,57
29398,Total Arrests,10115,101
29399,Assaults,19542,49
29400,Theft Over $5000,18723,10
29401,Other,21973,105
29402,Other,31449,104
29403,Total Arrests,30567,71
29404,Total Arrests,17986,98
29405,Total Arrests,5889,68
29406,Other,3719,78
29407,Assaults,21931,24
29408,Other,10615,43
29409,Total Arrests,18310,95
29410,Other,25143,126
29411,Fraud,19300,92
29412,Other,23283,83
29413,Total Arrests,8444,34
29414,Theft Under $5000,22037,119
29415,Assaults,26931,53
29416,Other,19886,53
29417,Total Arrests,29347,117
29418,Drive While Impaired / Over 80,15204,135
29419,Other,26888,75
29420,Robbery,16370,42
29421,Other,26692,139
29422,Other Criminal Violations - Offensive Weapons,7275,137
29423,Other,15760,35
29424,Other,17987,101
29425,Other Criminal Violations - Offensive Weapons,27847,87
29426,Theft Over $5000,23744,97
29427,Refuse Sample,16898,84
29428,Assaults,15105,5
29429,Drive While Impaired / Over 80,8634,51
29430,Firearm-Related,8193,38
29431,Other,6502,3
29432,Other,29811,13
29433,Other,17287,87
29434,Theft Under $5000,5720,3
29435,Robbery,9413,55
29436,Other,24533,66
29437,Total Arrests,15964,84
29438,Other,18706,73
29439,Other,856,112
29440,Sexual Violations,1018,62
29441,Firearm-Related,5280,25
29442,Other Criminal Violations - Offensive Weapons,10413,52
29443,Firearm-Related,7713,50
29444,Other,15818,122
29445,Drive While Impaired / Over 80,21065,129
29446,Total Arrests,28081,39
29447,Assaults,23457,52
29448,Dangerous Driving,6625,76
29449,Assaults,29127,40
29450,Other,16580,60
29451,Theft Under $5000,15132,110
29452,Total Arrests,4695,84
29453,Other,25909,20
29454,Theft Under $5000,14048,85
29455,Fail to Remain,4652,2
29456,Other Criminal Violations - Offensive Weapons,23376,106
29457,Other,26094,9
29458,Other,12727,58
29459,Fraud,19082,43
29460,Other,29031,138
29461,Sexual Violations,11300,109
29462,Other,17442,48
29463,Robbery,5208,126
29464,Theft Under $5000,10898,128
29465,Drive While Impaired / Over 80,26640,133
29466,Other,2793,107
29467,Break and Enter,421,71
29468,Other,29225,132
29469,Total Arrests,19199,101
29470,Break and Enter,2841,83
29471,Assaults,13438,28
29472,Total Arrests,17416,106
29473,Other,7640,38
29474,Fraud,17876,66
29475,Other,4976,47
29476,Assaults,26462,106
29477,Other,21332,103
29478,Total Arrests,16894,25
29479,Other,18244,66
29480,Robbery,15536,79
29481,Other,30436,67
29482,Break and Enter,5062,40
29483,Other,1859,100
29484,Other,25490,115
29485,Fraud,13679,119
29486,Assaults,21992,62
29487,Other,2066,76
29488,Other,14392,31
29489,Assaults,19351,33
29490,Total Arrests,13347,43
29491,Other,15238,93
29492,Other Criminal Violations - Offensive Weapons,6774,38
29493,Theft Over $5000,29466,41
29494,Total Arrests,28414,118
29495,Other,24277,22
29496,Other,9789,96
29497,Other,14095,127
29498,Other,4443,61
29499,Refuse Sample,9248,74
29500,Firearm-Related,13196,32
29501,Other,9216,132
29502,Other,3205,45
29503,Firearm-Related,16960,72
29504,Theft Under $5000,16583,20
29505,Other,23808,65
29506,Sexual Violations,1366,89
29507,Assaults,24219,23
29508,Other,18383,40
29509,Drive While Impaired / Over 80,21735,130
29510,Total Arrests,22829,78
29511,Total Arrests,17401,44
29512,Fraud,20003,113
29513,Other,26,83
29514,Assaults,26135,117
29515,Total Arrests,3725,5
29516,Drive While Impaired / Over 80,3459,121
29517,Total Arrests,27933,70
29518,Other,22978,35
29519,Other,10560,16
29520,Other,30876,14
29521,Total Arrests,25047,25
29522,Other,27044,79
29523,Assaults,23665,101
29524,Other Criminal Violations - Offensive Weapons,24454,105
29525,Other,4747,20
29526,Other,23974,56
29527,Assaults,25462,130
29528,Sexual Violations,13218,23
29529,Assaults,30417,32
29530,Other,23363,13
29531,Assaults,9068,27
29532,Total Arrests,9134,14
29533,Drive While Impaired / Over 80,3042,140
29534,Other,7766,69
29535,Other,5405,68
29536,Other,572,55
29537,Total Arrests,28726,29
29538,Other,8797,89
29539,Total Arrests,12613,45
29540,Other,15306,132
29541,Dangerous Driving,28106,66
29542,Theft Under $5000,21365,23
29543,Sexual Violations,28937,68
29544,Fail to Remain,8574,6
29545,Other,1237,82
29546,Total Arrests,2381,123
29547,Other,7178,105
29548,Other,30054,34
29549,Total Arrests,14539,54
29550,Assaults,11972,82
29551,Theft Under $5000,10298,94
29552,Firearm-Related,1518,65
29553,Other Criminal Violations - Offensive Weapons,17918,87
29554,Break and Enter,5888,29
29555,Total Arrests,11487,41
29556,Theft Under $5000,28017,105
29557,Other,24244,63
29558,Other,19874,66
29559,Other,28522,112
29560,Total Arrests,4643,100
29561,Other,25447,66
29562,Total Arrests,18535,68
29563,Total Arrests,27809,34
29564,Other Criminal Violations - Offensive Weapons,21704,1
29565,Fraud,11424,134
29566,Fraud,20151,16
29567,Other,21345,2
29568,Other,11400,116
29569,Assaults,6062,76
29570,Assaults,12686,27
29571,Total Arrests,22242,19
29572,Theft Under $5000,4488,28
29573,Other,12019,35
29574,Assaults,30826,115
29575,Total Arrests,7751,68
29576,Total Arrests,26189,49
29577,Other,17462,7
29578,Other,17685,37
29579,Assaults,10351,115
29580,Other,26848,115
29581,Assaults,14411,41
29582,Other Criminal Violations - Offensive Weapons,23034,81
29583,Total Arrests,23566,62
29584,Other,24523,2
29585,Assaults,15106,88
29586,Total Arrests,18914,48
29587,Total Arrests,3261,55
29588,Assaults,16748,12
29589,Other Criminal Violations - Offensive Weapons,14575,1
29590,Other,13713,103
29591,Theft Under $5000,17230,34
29592,Other,19417,112
29593,Fraud,17712,46
29594,Other,27739,99
29595,Other,24968,57
29596,Break and Enter,3256,51
29597,Other,21521,22
29598,Theft Under $5000,23493,68
29599,Other,26636,136
29600,Assaults,3238,60
29601,Total Arrests,26623,65
29602,Theft Under $5000,12434,36
29603,Other,9498,29
29604,Assaults,16351,56
29605,Total Arrests,22053,82
29606,Other,15942,132
29607,Other,22697,44
29608,Total Arrests,27471,31
29609,Other,30890,81
29610,Theft Under $5000,10225,74
29611,Other,8957,124
29612,Assaults,5466,16
29613,Theft Under $5000,16883,68
29614,Assaults,27945,119
29615,Total Arrests,22447,69
29616,Other,29838,42
29617,Total Arrests,2945,110
29618,Theft Under $5000,24337,41
29619,Other,5857,50
29620,Sexual Violations,11997,6
29621,Other,31797,75
29622,Other Criminal Violations - Offensive Weapons,28790,17
29623,Total Arrests,12653,105
29624,Other,24223,67
29625,Robbery,6078,100
29626,Other,136,90
29627,Break and Enter,15774,81
29628,Assaults,9293,115
29629,Other,26448,20
29630,Robbery,4034,80
29631,Other,23085,56
29632,Dangerous Driving,20498,53
29633,Total Arrests,14179,49
29634,Other,28589,4
29635,Other,6547,18
29636,Theft Under $5000,8397,36
29637,Sexual Violations,20979,117
29638,Fraud,10564,35
29639,Break and Enter,12883,30
29640,Other Criminal Violations - Offensive Weapons,16946,118
29641,Other,21785,63
29642,Other,23718,82
29643,Theft Under $5000,3315,69
29644,Assaults,20345,125
29645,Other,27103,54
29646,Fraud,18596,87
29647,Robbery,18756,56
29648,Total Arrests,31271,79
29649,Other,23359,120
29650,Drive While Impaired / Over 80,12928,25
29651,Assaults,30599,109
29652,Fraud,2682,95
29653,Firearm-Related,2807,53
29654,Total Arrests,11962,48
29655,Total Arrests,18640,70
29656,Other,12603,132
29657,Fraud,31024,83
29658,Theft Under $5000,9093,133
29659,Theft Under $5000,6383,82
29660,Theft Under $5000,9943,104
29661,Other,21284,75
29662,Drive While Impaired / Over 80,27872,89
29663,Other,3160,64
29664,Other,5657,35
29665,Break and Enter,1453,12
29666,Assaults,9436,90
29667,Other Criminal Violations - Offensive Weapons,18707,55
29668,Drive While Impaired / Over 80,9863,112
29669,Other,10220,69
29670,Theft Under $5000,23482,91
29671,Other,1769,38
29672,Refuse Sample,6097,29
29673,Total Arrests,5186,12
29674,Break and Enter,11856,137
29675,Fraud,30119,82
29676,Sexual Violations,10495,3
29677,Other Criminal Violations - Offensive Weapons,14461,87
29678,Theft Under $5000,1170,88
29679,Other,21095,53
29680,Drive While Disqualified,27009,101
29681,Other,6591,4
29682,Other,16771,57
29683,Assaults,18815,28
29684,Total Arrests,27925,16
29685,Other,17790,13
29686,Other,124,53
29687,Theft Under $5000,20382,48
29688,Dangerous Driving,15627,25
29689,Total Arrests,5910,66
29690,Assaults,31855,104
29691,Drive While Impaired / Over 80,28029,3
29692,Other,3897,94
29693,Assaults,26201,11
29694,Other,8067,21
29695,Total Arrests,9374,127
29696,Other,17112,91
29697,Total Arrests,7040,95
29698,Assaults,12077,94
29699,Other,24100,129
29700,Other,3671,112
29701,Total Arrests,17526,34
29702,Drive While Impaired / Over 80,10568,80
29703,Assaults,20416,83
29704,Other,15030,29
29705,Total Arrests,31812,131
29706,Other,15794,11
29707,Other Criminal Violations - Offensive Weapons,8551,136
29708,Theft Under $5000,15339,62
29709,Other,20127,103
29710,Theft Under $5000,19229,33
29711,Assaults,29115,136
29712,Other Criminal Violations - Offensive Weapons,18596,88
29713,Theft Under $5000,973,17
29714,Other,361,91
29715,Total Arrests,2633,43
29716,Drive While Impaired / Over 80,3191,73
29717,Assaults,4949,5
29718,Other,15347,56
29719,Refuse Sample,15555,57
29720,Other,18009,72
29721,Drive While Impaired / Over 80,12121,79
29722,Other,30284,36
29723,Drive While Impaired / Over 80,18141,134
29724,Assaults,7819,115
29725,Assaults,5120,71
29726,Total Arrests,30580,92
29727,Other,22411,135
29728,Other,24817,105
29729,Other,12954,65
29730,Theft Under $5000,14901,24
29731,Other Criminal Violations - Offensive Weapons,29838,45
29732,Other Criminal Violations - Offensive Weapons,23360,117
29733,Other,976,30
29734,Other,30712,65
29735,Other,16266,85
29736,Total Arrests,30751,83
29737,Assaults,4319,114
29738,Total Arrests,22308,96
29739,Total Arrests,2314,87
29740,Other,25882,67
29741,Drive While Impaired / Over 80,17172,31
29742,Sexual Violations,18813,66
29743,Other,8748,54
29744,Assaults,10302,10
29745,Other,15049,83
29746,Other,13135,29
29747,Assaults,6665,32
29748,Theft Under $5000,13383,17
29749,Total Arrests,10842,115
29750,Other,26136,45
29751,Other,12428,49
29752,Other,7484,87
29753,Other,1364,75
29754,Other,3960,123
29755,Assaults,25166,124
29756,Firearm-Related,1750,52
29757,Other Criminal Violations - Offensive Weapons,23056,88
29758,Other,541,84
29759,Total Arrests,7635,106
29760,Assaults,10615,92
29761,Other,24867,99
29762,Other,10283,21
29763,Other Criminal Violations - Offensive Weapons,20320,6
29764,Total Arrests,3959,53
29765,Dangerous Driving,15413,87
29766,Other,3860,86
29767,Other,8051,137
29768,Theft Under $5000,25832,96
29769,Other,21716,113
29770,Other,24584,71
29771,Total Arrests,18042,43
29772,Assaults,29155,34
29773,Assaults,6186,46
29774,Total Arrests,20813,32
29775,Theft Under $5000,25833,1
29776,Total Arrests,23622,20
29777,Drive While Impaired / Over 80,28527,72
29778,Other,17424,11
29779,Assaults,18501,107
29780,Total Arrests,14389,43
29781,Drive While Impaired / Over 80,8877,10
29782,Assaults,4019,8
29783,Other,29666,19
29784,Other,9990,55
29785,Other,23931,3
29786,Assaults,18209,53
29787,Other,19919,44
29788,Total Arrests,23055,96
29789,Theft Under $5000,30478,48
29790,Total Arrests,30375,54
29791,Total Arrests,24639,92
29792,Robbery,8453,51
29793,Other,3572,18
29794,Total Arrests,19577,126
29795,Break and Enter,21338,6
29796,Other,29936,134
29797,Other,9681,78
29798,Assaults,25707,82
29799,Other Criminal Violations - Offensive Weapons,14319,80
29800,Sexual Violations,20660,88
29801,Theft Under $5000,31760,13
29802,Total Arrests,16739,65
29803,Other,5030,64
29804,Assaults,15669,14
29805,Other Criminal Violations - Offensive Weapons,2775,121
29806,Other,16973,77
29807,Total Arrests,14049,13
29808,Assaults,605,73
29809,Other,10421,134
29810,Robbery,8366,6
29811,Assaults,14690,121
29812,Other,16738,94
29813,Other,27867,57
29814,Theft Under $5000,16015,53
29815,Other,21819,46
29816,Assaults,434,78
29817,Sexual Violations,11145,132
29818,Fraud,31002,34
29819,Total Arrests,24835,42
29820,Other,868,78
29821,Other,27183,64
29822,Theft Under $5000,14341,118
29823,Other Criminal Violations - Offensive Weapons,11838,30
29824,Other,14292,93
29825,Other,8788,7
29826,Break and Enter,22149,23
29827,Total Arrests,394,36
29828,Drive While Impaired / Over 80,29008,116
29829,Other,26687,81
29830,Sexual Violations,12057,25
29831,Theft Under $5000,28716,115
29832,Other,10393,94
29833,Fraud,12190,49
29834,Sexual Violations,28430,27
29835,Total Arrests,13142,95
29836,Assaults,20139,14
29837,Total Arrests,31900,122
29838,Assaults,20755,48
29839,Assaults,11622,128
29840,Other,20906,85
29841,Other,24084,92
29842,Theft Under $5000,20963,15
29843,Theft Over $5000,24790,51
29844,Total Arrests,18511,54
29845,Other,8331,139
29846,Fraud,29622,108
29847,Total Arrests,20578,75
29848,Theft Under $5000,3961,28
29849,Other,664,128
29850,Other,14534,70
29851,Other,19217,96
29852,Other,14492,140
29853,Assaults,9266,103
29854,Other,4575,87
29855,Assaults,22756,105
29856,Fraud,28599,109
29857,Assaults,24009,81
29858,Other,31242,45
29859,Fraud,22677,112
29860,Total Arrests,21562,60
29861,Theft Under $5000,24738,71
29862,Theft Over $5000,23391,13
29863,Other,26077,78
29864,Assaults,19563,125
29865,Other,5547,98
29866,Other,20875,91
29867,Break and Enter,21281,89
29868,Drive While Impaired / Over 80,186,99
29869,Total Arrests,21038,73
29870,Other Criminal Violations - Offensive Weapons,18365,70
29871,Other,20926,39
29872,Assaults,7809,27
29873,Total Arrests,28565,40
29874,Robbery,830,123
29875,Total Arrests,19904,31
29876,Sexual Violations,30807,131
29877,Theft Under $5000,13561,15
29878,Break and Enter,24393,70
29879,Robbery,28088,11
29880,Other,11521,30
29881,Other,11541,35
29882,Theft Under $5000,22294,112
29883,Other Criminal Violations - Offensive Weapons,10678,43
29884,Total Arrests,12804,93
29885,Other,13889,119
29886,Other,13235,3
29887,Dangerous Driving,1226,90
29888,Other Criminal Violations - Offensive Weapons,30271,78
29889,Drive While Impaired / Over 80,5775,83
29890,Other,13044,85
29891,Other,16164,124
29892,Drive While Disqualified,2845,77
29893,Fraud,7348,105
29894,Other,19118,53
29895,Other,20805,44
29896,Theft Under $5000,3997,46
29897,Total Arrests,27247,37
29898,Other,29359,38
29899,Assaults,9691,109
29900,Drive While Impaired / Over 80,1689,109
29901,Other,14288,88
29902,Break and Enter,18832,11
29903,Other,17252,93
29904,Fraud,12505,64
29905,Theft Under $5000,6953,126
29906,Other,27585,112
29907,Sexual Violations,11717,105
29908,Robbery,29673,62
29909,Other Criminal Violations - Offensive Weapons,15764,61
29910,Total Arrests,6085,90
29911,Other,13220,12
29912,Other Criminal Violations - Offensive Weapons,10205,137
29913,Total Arrests,24816,74
29914,Theft Under $5000,16098,107
29915,Other,21690,130
29916,Assaults,24624,136
29917,Other,4050,116
29918,Other,3458,43
29919,Other,27856,39
29920,Other,19613,31
29921,Other,17633,64
29922,Other,17552,103
29923,Other Criminal Violations - Offensive Weapons,3491,97
29924,Break and Enter,15471,44
29925,Robbery,16190,97
29926,Sexual Violations,13163,2
29927,Total Arrests,18282,36
29928,Sexual Violations,11729,55
29929,Break and Enter,18564,114
29930,Other,12913,87
29931,Firearm-Related,5956,69
29932,Other,10163,111
29933,Fraud,29273,80
29934,Other,2721,40
29935,Break and Enter,10574,24
29936,Other,18328,117
29937,Break and Enter,11339,104
29938,Theft Under $5000,22297,62
29939,Other,11676,7
29940,Sexual Violations,24071,38
29941,Other Criminal Violations - Offensive Weapons,20081,119
29942,Other,14372,86
29943,Assaults,19210,86
29944,Other,13937,91
29945,Other,10020,121
29946,Total Arrests,8415,97
29947,Fraud,1747,103
29948,Break and Enter,16914,1
29949,Assaults,22769,45
29950,Firearm-Related,8326,64
29951,Theft Under $5000,11996,135
29952,Fraud,4487,70
29953,Total Arrests,16486,75
29954,Other,14329,73
29955,Other,20108,73
29956,Other Criminal Violations - Offensive Weapons,19113,55
29957,Firearm-Related,18930,46
29958,Other,18943,97
29959,Total Arrests,23231,137
29960,Other,11234,15
29961,Other,26577,25
29962,Fraud,17333,99
29963,Other,9761,77
29964,Other,15703,7
29965,Theft Under $5000,21321,34
29966,Break and Enter,18438,58
29967,Assaults,27582,78
29968,Break and Enter,194,23
29969,Theft Under $5000,25318,122
29970,Other Criminal Violations - Offensive Weapons,23689,27
29971,Total Arrests,28483,66
29972,Other,19344,101
29973,Other,29145,132
29974,Other,26840,94
29975,Other Criminal Violations - Offensive Weapons,24559,67
29976,Assaults,11613,11
29977,Break and Enter,19308,40
29978,Other,27831,131
29979,Other,19624,1
29980,Total Arrests,20250,9
29981,Sexual Violations,8230,112
29982,Drive While Impaired / Over 80,26275,73
29983,Other Criminal Violations - Offensive Weapons,4567,124
29984,Assaults,6596,76
29985,Other,28603,129
29986,Other,5610,94
29987,Theft Under $5000,19598,72
29988,Other,5109,46
29989,Other,1784,138
29990,Drive While Impaired / Over 80,10159,102
29991,Break and Enter,24679,41
29992,Assaults,22215,22
29993,Total Arrests,5832,83
29994,Refuse Sample,42,75
29995,Total Arrests,11187,14
29996,Fraud,27795,133
29997,Total Arrests,22594,11
29998,Theft Under $5000,27567,47
29999,Other,28865,10
30000,Other,11562,61
30001,Other,17446,111
30002,Other,27126,45
30003,Other,9869,47
30004,Total Arrests,3690,118
30005,Assaults,7596,23
30006,Fraud,23192,36
30007,Theft Under $5000,14688,76
30008,Other,20382,109
30009,Robbery,326,84
30010,Other Criminal Violations - Offensive Weapons,23590,80
30011,Other,1121,14
30012,Drive While Impaired / Over 80,16492,66
30013,Other,10871,16
30014,Total Arrests,6295,43
30015,Assaults,5194,102
30016,Other Criminal Violations - Offensive Weapons,23609,113
30017,Drive While Impaired / Over 80,15214,9
30018,Other,24911,82
30019,Other Criminal Violations - Offensive Weapons,15612,110
30020,Other,14231,98
30021,Other,18424,84
30022,Total Arrests,17188,43
30023,Total Arrests,10041,66
30024,Assaults,767,132
30025,Assaults,29950,123
30026,Total Arrests,13697,109
30027,Sexual Violations,3528,102
30028,Total Arrests,18691,135
30029,Other,11022,86
30030,Other Criminal Violations - Offensive Weapons,17873,84
30031,Robbery,4130,4
30032,Drive While Impaired / Over 80,11759,124
30033,Other,18758,20
30034,Other,25413,35
30035,Assaults,19694,97
30036,Other,23219,14
30037,Fraud,14313,48
30038,Break and Enter,22120,29
30039,Other,11805,36
30040,Total Arrests,21219,42
30041,Other,13778,29
30042,Other,10984,135
30043,Other,30000,134
30044,Other,30558,41
30045,Other,6991,112
30046,Theft Under $5000,28789,85
30047,Dangerous Driving,31951,108
30048,Sexual Violations,3984,5
30049,Other,3769,10
30050,Theft Under $5000,1505,35
30051,Assaults,23178,31
30052,Other,2451,120
30053,Other,11237,79
30054,Total Arrests,18418,139
30055,Drive While Impaired / Over 80,8003,9
30056,Total Arrests,9892,44
30057,Assaults,6020,116
30058,Other Criminal Violations - Offensive Weapons,13899,120
30059,Other,10473,53
30060,Other Criminal Violations - Offensive Weapons,15265,65
30061,Total Arrests,17692,70
30062,Assaults,10720,46
30063,Assaults,28415,121
30064,Other,976,121
30065,Other,10249,33
30066,Total Arrests,13003,81
30067,Assaults,14214,55
30068,Other,10619,98
30069,Total Arrests,28251,110
30070,Other,10621,125
30071,Other,21324,91
30072,Fraud,3734,38
30073,Other,8552,137
30074,Theft Under $5000,2224,37
30075,Total Arrests,16869,5
30076,Total Arrests,1429,82
30077,Drive While Impaired / Over 80,2081,110
30078,Assaults,13777,140
30079,Assaults,696,60
30080,Total Arrests,22685,6
30081,Sexual Violations,21045,27
30082,Other,30504,55
30083,Other,202,64
30084,Total Arrests,12050,17
30085,Other,25775,3
30086,Break and Enter,25844,10
30087,Assaults,15629,63
30088,Other,27547,89
30089,Other,30142,85
30090,Other Criminal Violations - Offensive Weapons,8266,104
30091,Sexual Violations,24672,137
30092,Drive While Impaired / Over 80,30569,32
30093,Other,12461,3
30094,Firearm-Related,30595,109
30095,Other Criminal Violations - Offensive Weapons,3478,140
30096,Other,2203,93
30097,Theft Under $5000,15543,103
30098,Robbery,23875,97
30099,Total Arrests,14625,68
30100,Firearm-Related,8450,132
30101,Other,11851,93
30102,Theft Under $5000,6318,17
30103,Break and Enter,20810,22
30104,Other,5351,11
30105,Break and Enter,2807,29
30106,Assaults,7164,20
30107,Other,28833,5
30108,Other,186,34
30109,Other,8071,140
30110,Theft Under $5000,24719,28
30111,Theft Under $5000,11546,98
30112,Other Criminal Violations - Offensive Weapons,23435,6
30113,Robbery,25216,19
30114,Total Arrests,28326,12
30115,Fraud,18459,25
30116,Firearm-Related,31990,13
30117,Drive While Impaired / Over 80,24039,76
30118,Sexual Violations,16007,3
30119,Assaults,28545,24
30120,Theft Under $5000,202,8
30121,Assaults,11285,112
30122,Theft Under $5000,5711,120
30123,Assaults,31390,123
30124,Other,19550,90
30125,Other,27656,45
30126,Other,29144,1
30127,Other,15699,3
30128,Theft Under $5000,30979,65
30129,Other,2103,15
30130,Other,9103,50
30131,Total Arrests,1572,131
30132,Assaults,5126,124
30133,Break and Enter,28025,37
30134,Drive While Impaired / Over 80,6698,106
30135,Other,21554,103
30136,Other Criminal Violations - Offensive Weapons,18544,121
30137,Total Arrests,30866,99
30138,Other,28902,17
30139,Other,14035,48
30140,Other,27121,26
30141,Theft Under $5000,1330,22
30142,Other,19998,125
30143,Other Criminal Violations - Offensive Weapons,8653,64
30144,Assaults,25383,82
30145,Other,3700,68
30146,Total Arrests,6028,139
30147,Theft Under $5000,18658,5
30148,Other,24635,121
30149,Total Arrests,29772,57
30150,Other Criminal Violations - Offensive Weapons,10668,74
30151,Total Arrests,4824,85
30152,Theft Under $5000,9348,120
30153,Firearm-Related,23460,14
30154,Other,16882,72
30155,Firearm-Related,6960,129
30156,Assaults,29582,26
30157,Total Arrests,13617,49
30158,Other Criminal Violations - Offensive Weapons,6211,103
30159,Theft Under $5000,12518,66
30160,Theft Under $5000,23511,53
30161,Other,12621,9
30162,Other,3977,69
30163,Other Criminal Violations - Offensive Weapons,22805,40
30164,Total Arrests,30569,133
30165,Other,17992,56
30166,Theft Under $5000,8913,111
30167,Other,30864,5
30168,Sexual Violations,17659,69
30169,Theft Under $5000,12060,52
30170,Total Arrests,691,73
30171,Sexual Violations,20408,98
30172,Other,23632,15
30173,Other,12345,65
30174,Assaults,3438,71
30175,Assaults,2356,111
30176,Other,30894,6
30177,Robbery,21966,140
30178,Other,750,77
30179,Drive While Impaired / Over 80,19436,115
30180,Other,12966,113
30181,Other,24148,77
30182,Other,19949,130
30183,Other,12848,95
